filepath,filename,genre
./data/music\blues\blues.00091.wav,blues.00091.wav,blues
./data/music\blues\blues.00092.wav,blues.00092.wav,blues
./data/music\blues\blues.00093.wav,blues.00093.wav,blues
./data/music\blues\blues.00094.wav,blues.00094.wav,blues
./data/music\blues\blues.00095.wav,blues.00095.wav,blues
./data/music\blues\blues.00096.wav,blues.00096.wav,blues
./data/music\blues\blues.00097.wav,blues.00097.wav,blues
./data/music\blues\blues.00098.wav,blues.00098.wav,blues
./data/music\blues\blues.00099.wav,blues.00099.wav,blues
./data/music\classical\classical.00000.wav,classical.00000.wav,classical
./data/music\classical\classical.00001.wav,classical.00001.wav,classical
./data/music\classical\classical.00002.wav,classical.00002.wav,classical
./data/music\classical\classical.00003.wav,classical.00003.wav,classical
./data/music\classical\classical.00004.wav,classical.00004.wav,classical
./data/music\classical\classical.00005.wav,classical.00005.wav,classical
./data/music\classical\classical.00006.wav,classical.00006.wav,classical
./data/music\classical\classical.00007.wav,classical.00007.wav,classical
./data/music\classical\classical.00008.wav,classical.00008.wav,classical
./data/music\classical\classical.00009.wav,classical.00009.wav,classical
./data/music\classical\classical.00010.wav,classical.00010.wav,classical
./data/music\classical\classical.00011.wav,classical.00011.wav,classical
./data/music\classical\classical.00012.wav,classical.00012.wav,classical
./data/music\classical\classical.00013.wav,classical.00013.wav,classical
./data/music\classical\classical.00014.wav,classical.00014.wav,classical
./data/music\classical\classical.00015.wav,classical.00015.wav,classical
./data/music\classical\classical.00016.wav,classical.00016.wav,classical
./data/music\classical\classical.00017.wav,classical.00017.wav,classical
./data/music\classical\classical.00018.wav,classical.00018.wav,classical
./data/music\classical\classical.00019.wav,classical.00019.wav,classical
./data/music\classical\classical.00020.wav,classical.00020.wav,classical
./data/music\classical\classical.00021.wav,classical.00021.wav,classical
./data/music\classical\classical.00022.wav,classical.00022.wav,classical
./data/music\classical\classical.00023.wav,classical.00023.wav,classical
./data/music\classical\classical.00024.wav,classical.00024.wav,classical
./data/music\classical\classical.00025.wav,classical.00025.wav,classical
./data/music\classical\classical.00026.wav,classical.00026.wav,classical
./data/music\classical\classical.00027.wav,classical.00027.wav,classical
./data/music\classical\classical.00028.wav,classical.00028.wav,classical
./data/music\classical\classical.00029.wav,classical.00029.wav,classical
./data/music\classical\classical.00030.wav,classical.00030.wav,classical
./data/music\classical\classical.00031.wav,classical.00031.wav,classical
./data/music\classical\classical.00032.wav,classical.00032.wav,classical
./data/music\classical\classical.00033.wav,classical.00033.wav,classical
./data/music\classical\classical.00034.wav,classical.00034.wav,classical
./data/music\classical\classical.00035.wav,classical.00035.wav,classical
./data/music\classical\classical.00036.wav,classical.00036.wav,classical
./data/music\classical\classical.00037.wav,classical.00037.wav,classical
./data/music\classical\classical.00038.wav,classical.00038.wav,classical
./data/music\classical\classical.00039.wav,classical.00039.wav,classical
./data/music\classical\classical.00040.wav,classical.00040.wav,classical
./data/music\classical\classical.00041.wav,classical.00041.wav,classical
./data/music\classical\classical.00042.wav,classical.00042.wav,classical
./data/music\classical\classical.00043.wav,classical.00043.wav,classical
./data/music\classical\classical.00044.wav,classical.00044.wav,classical
./data/music\classical\classical.00045.wav,classical.00045.wav,classical
./data/music\classical\classical.00046.wav,classical.00046.wav,classical
./data/music\classical\classical.00047.wav,classical.00047.wav,classical
./data/music\classical\classical.00048.wav,classical.00048.wav,classical
./data/music\classical\classical.00049.wav,classical.00049.wav,classical
./data/music\classical\classical.00050.wav,classical.00050.wav,classical
./data/music\classical\classical.00051.wav,classical.00051.wav,classical
./data/music\classical\classical.00052.wav,classical.00052.wav,classical
./data/music\classical\classical.00053.wav,classical.00053.wav,classical
./data/music\classical\classical.00054.wav,classical.00054.wav,classical
./data/music\classical\classical.00055.wav,classical.00055.wav,classical
./data/music\classical\classical.00056.wav,classical.00056.wav,classical
./data/music\classical\classical.00057.wav,classical.00057.wav,classical
./data/music\classical\classical.00058.wav,classical.00058.wav,classical
./data/music\classical\classical.00059.wav,classical.00059.wav,classical
./data/music\classical\classical.00060.wav,classical.00060.wav,classical
./data/music\classical\classical.00061.wav,classical.00061.wav,classical
./data/music\classical\classical.00062.wav,classical.00062.wav,classical
./data/music\classical\classical.00063.wav,classical.00063.wav,classical
./data/music\classical\classical.00064.wav,classical.00064.wav,classical
./data/music\classical\classical.00065.wav,classical.00065.wav,classical
./data/music\classical\classical.00066.wav,classical.00066.wav,classical
./data/music\classical\classical.00067.wav,classical.00067.wav,classical
./data/music\classical\classical.00068.wav,classical.00068.wav,classical
./data/music\classical\classical.00069.wav,classical.00069.wav,classical
./data/music\classical\classical.00070.wav,classical.00070.wav,classical
./data/music\classical\classical.00071.wav,classical.00071.wav,classical
./data/music\classical\classical.00072.wav,classical.00072.wav,classical
./data/music\classical\classical.00073.wav,classical.00073.wav,classical
./data/music\classical\classical.00074.wav,classical.00074.wav,classical
./data/music\classical\classical.00075.wav,classical.00075.wav,classical
./data/music\classical\classical.00076.wav,classical.00076.wav,classical
./data/music\classical\classical.00077.wav,classical.00077.wav,classical
./data/music\classical\classical.00078.wav,classical.00078.wav,classical
./data/music\classical\classical.00079.wav,classical.00079.wav,classical
./data/music\classical\classical.00080.wav,classical.00080.wav,classical
./data/music\classical\classical.00081.wav,classical.00081.wav,classical
./data/music\classical\classical.00082.wav,classical.00082.wav,classical
./data/music\classical\classical.00083.wav,classical.00083.wav,classical
./data/music\classical\classical.00084.wav,classical.00084.wav,classical
./data/music\classical\classical.00085.wav,classical.00085.wav,classical
./data/music\classical\classical.00086.wav,classical.00086.wav,classical
./data/music\classical\classical.00087.wav,classical.00087.wav,classical
./data/music\classical\classical.00088.wav,classical.00088.wav,classical
./data/music\classical\classical.00089.wav,classical.00089.wav,classical
./data/music\classical\classical.00090.wav,classical.00090.wav,classical
./data/music\classical\classical.00091.wav,classical.00091.wav,classical
./data/music\classical\classical.00092.wav,classical.00092.wav,classical
./data/music\classical\classical.00093.wav,classical.00093.wav,classical
./data/music\classical\classical.00094.wav,classical.00094.wav,classical
./data/music\classical\classical.00095.wav,classical.00095.wav,classical
./data/music\classical\classical.00096.wav,classical.00096.wav,classical
./data/music\classical\classical.00097.wav,classical.00097.wav,classical
./data/music\classical\classical.00098.wav,classical.00098.wav,classical
./data/music\classical\classical.00099.wav,classical.00099.wav,classical
./data/music\country\country.00000.wav,country.00000.wav,country
./data/music\country\country.00001.wav,country.00001.wav,country
./data/music\country\country.00002.wav,country.00002.wav,country
./data/music\country\country.00003.wav,country.00003.wav,country
./data/music\country\country.00004.wav,country.00004.wav,country
./data/music\country\country.00005.wav,country.00005.wav,country
./data/music\country\country.00006.wav,country.00006.wav,country
./data/music\country\country.00007.wav,country.00007.wav,country
./data/music\country\country.00008.wav,country.00008.wav,country
./data/music\country\country.00009.wav,country.00009.wav,country
./data/music\country\country.00010.wav,country.00010.wav,country
./data/music\country\country.00011.wav,country.00011.wav,country
./data/music\country\country.00012.wav,country.00012.wav,country
./data/music\country\country.00013.wav,country.00013.wav,country
./data/music\country\country.00014.wav,country.00014.wav,country
./data/music\country\country.00015.wav,country.00015.wav,country
./data/music\country\country.00016.wav,country.00016.wav,country
./data/music\country\country.00017.wav,country.00017.wav,country
./data/music\country\country.00018.wav,country.00018.wav,country
./data/music\country\country.00019.wav,country.00019.wav,country
./data/music\country\country.00020.wav,country.00020.wav,country
./data/music\country\country.00021.wav,country.00021.wav,country
./data/music\country\country.00022.wav,country.00022.wav,country
./data/music\country\country.00023.wav,country.00023.wav,country
./data/music\country\country.00024.wav,country.00024.wav,country
./data/music\country\country.00025.wav,country.00025.wav,country
./data/music\country\country.00026.wav,country.00026.wav,country
./data/music\country\country.00027.wav,country.00027.wav,country
./data/music\country\country.00028.wav,country.00028.wav,country
./data/music\country\country.00029.wav,country.00029.wav,country
./data/music\country\country.00030.wav,country.00030.wav,country
./data/music\country\country.00031.wav,country.00031.wav,country
./data/music\country\country.00032.wav,country.00032.wav,country
./data/music\country\country.00033.wav,country.00033.wav,country
./data/music\country\country.00034.wav,country.00034.wav,country
./data/music\country\country.00035.wav,country.00035.wav,country
./data/music\country\country.00036.wav,country.00036.wav,country
./data/music\country\country.00037.wav,country.00037.wav,country
./data/music\country\country.00038.wav,country.00038.wav,country
./data/music\country\country.00039.wav,country.00039.wav,country
./data/music\country\country.00040.wav,country.00040.wav,country
./data/music\country\country.00041.wav,country.00041.wav,country
./data/music\country\country.00042.wav,country.00042.wav,country
./data/music\country\country.00043.wav,country.00043.wav,country
./data/music\country\country.00044.wav,country.00044.wav,country
./data/music\country\country.00045.wav,country.00045.wav,country
./data/music\country\country.00046.wav,country.00046.wav,country
./data/music\country\country.00047.wav,country.00047.wav,country
./data/music\country\country.00048.wav,country.00048.wav,country
./data/music\country\country.00049.wav,country.00049.wav,country
./data/music\country\country.00050.wav,country.00050.wav,country
./data/music\country\country.00051.wav,country.00051.wav,country
./data/music\country\country.00052.wav,country.00052.wav,country
./data/music\country\country.00053.wav,country.00053.wav,country
./data/music\country\country.00054.wav,country.00054.wav,country
./data/music\country\country.00055.wav,country.00055.wav,country
./data/music\country\country.00056.wav,country.00056.wav,country
./data/music\country\country.00057.wav,country.00057.wav,country
./data/music\country\country.00058.wav,country.00058.wav,country
./data/music\country\country.00059.wav,country.00059.wav,country
./data/music\country\country.00060.wav,country.00060.wav,country
./data/music\country\country.00061.wav,country.00061.wav,country
./data/music\country\country.00062.wav,country.00062.wav,country
./data/music\country\country.00063.wav,country.00063.wav,country
./data/music\country\country.00064.wav,country.00064.wav,country
./data/music\country\country.00065.wav,country.00065.wav,country
./data/music\country\country.00066.wav,country.00066.wav,country
./data/music\country\country.00067.wav,country.00067.wav,country
./data/music\country\country.00068.wav,country.00068.wav,country
./data/music\country\country.00069.wav,country.00069.wav,country
./data/music\country\country.00070.wav,country.00070.wav,country
./data/music\country\country.00071.wav,country.00071.wav,country
./data/music\country\country.00072.wav,country.00072.wav,country
./data/music\country\country.00073.wav,country.00073.wav,country
./data/music\country\country.00074.wav,country.00074.wav,country
./data/music\country\country.00075.wav,country.00075.wav,country
./data/music\country\country.00076.wav,country.00076.wav,country
./data/music\country\country.00077.wav,country.00077.wav,country
./data/music\country\country.00078.wav,country.00078.wav,country
./data/music\country\country.00079.wav,country.00079.wav,country
./data/music\country\country.00080.wav,country.00080.wav,country
./data/music\country\country.00081.wav,country.00081.wav,country
./data/music\country\country.00082.wav,country.00082.wav,country
./data/music\country\country.00083.wav,country.00083.wav,country
./data/music\country\country.00084.wav,country.00084.wav,country
./data/music\country\country.00085.wav,country.00085.wav,country
./data/music\country\country.00086.wav,country.00086.wav,country
./data/music\country\country.00087.wav,country.00087.wav,country
./data/music\country\country.00088.wav,country.00088.wav,country
./data/music\country\country.00089.wav,country.00089.wav,country
./data/music\country\country.00090.wav,country.00090.wav,country
./data/music\country\country.00091.wav,country.00091.wav,country
./data/music\country\country.00092.wav,country.00092.wav,country
./data/music\country\country.00093.wav,country.00093.wav,country
./data/music\country\country.00094.wav,country.00094.wav,country
./data/music\country\country.00095.wav,country.00095.wav,country
./data/music\country\country.00096.wav,country.00096.wav,country
./data/music\country\country.00097.wav,country.00097.wav,country
./data/music\country\country.00098.wav,country.00098.wav,country
./data/music\country\country.00099.wav,country.00099.wav,country
./data/music\disco\disco.00000.wav,disco.00000.wav,disco
./data/music\disco\disco.00001.wav,disco.00001.wav,disco
./data/music\disco\disco.00002.wav,disco.00002.wav,disco
./data/music\disco\disco.00003.wav,disco.00003.wav,disco
./data/music\disco\disco.00004.wav,disco.00004.wav,disco
./data/music\disco\disco.00005.wav,disco.00005.wav,disco
./data/music\disco\disco.00006.wav,disco.00006.wav,disco
./data/music\disco\disco.00007.wav,disco.00007.wav,disco
./data/music\disco\disco.00008.wav,disco.00008.wav,disco
./data/music\disco\disco.00009.wav,disco.00009.wav,disco
./data/music\disco\disco.00010.wav,disco.00010.wav,disco
./data/music\disco\disco.00011.wav,disco.00011.wav,disco
./data/music\disco\disco.00012.wav,disco.00012.wav,disco
./data/music\disco\disco.00013.wav,disco.00013.wav,disco
./data/music\disco\disco.00014.wav,disco.00014.wav,disco
./data/music\disco\disco.00015.wav,disco.00015.wav,disco
./data/music\disco\disco.00016.wav,disco.00016.wav,disco
./data/music\disco\disco.00017.wav,disco.00017.wav,disco
./data/music\disco\disco.00018.wav,disco.00018.wav,disco
./data/music\disco\disco.00019.wav,disco.00019.wav,disco
./data/music\disco\disco.00020.wav,disco.00020.wav,disco
./data/music\disco\disco.00021.wav,disco.00021.wav,disco
./data/music\disco\disco.00022.wav,disco.00022.wav,disco
./data/music\disco\disco.00023.wav,disco.00023.wav,disco
./data/music\disco\disco.00024.wav,disco.00024.wav,disco
./data/music\disco\disco.00025.wav,disco.00025.wav,disco
./data/music\disco\disco.00026.wav,disco.00026.wav,disco
./data/music\disco\disco.00027.wav,disco.00027.wav,disco
./data/music\disco\disco.00028.wav,disco.00028.wav,disco
./data/music\disco\disco.00029.wav,disco.00029.wav,disco
./data/music\disco\disco.00030.wav,disco.00030.wav,disco
./data/music\disco\disco.00031.wav,disco.00031.wav,disco
./data/music\disco\disco.00032.wav,disco.00032.wav,disco
./data/music\disco\disco.00033.wav,disco.00033.wav,disco
./data/music\disco\disco.00034.wav,disco.00034.wav,disco
./data/music\disco\disco.00035.wav,disco.00035.wav,disco
./data/music\disco\disco.00036.wav,disco.00036.wav,disco
./data/music\disco\disco.00037.wav,disco.00037.wav,disco
./data/music\disco\disco.00038.wav,disco.00038.wav,disco
./data/music\disco\disco.00039.wav,disco.00039.wav,disco
./data/music\disco\disco.00040.wav,disco.00040.wav,disco
./data/music\disco\disco.00041.wav,disco.00041.wav,disco
./data/music\disco\disco.00042.wav,disco.00042.wav,disco
./data/music\disco\disco.00043.wav,disco.00043.wav,disco
./data/music\disco\disco.00044.wav,disco.00044.wav,disco
./data/music\disco\disco.00045.wav,disco.00045.wav,disco
./data/music\disco\disco.00046.wav,disco.00046.wav,disco
./data/music\disco\disco.00047.wav,disco.00047.wav,disco
./data/music\disco\disco.00048.wav,disco.00048.wav,disco
./data/music\disco\disco.00049.wav,disco.00049.wav,disco
./data/music\disco\disco.00050.wav,disco.00050.wav,disco
./data/music\disco\disco.00051.wav,disco.00051.wav,disco
./data/music\disco\disco.00052.wav,disco.00052.wav,disco
./data/music\disco\disco.00053.wav,disco.00053.wav,disco
./data/music\disco\disco.00054.wav,disco.00054.wav,disco
./data/music\disco\disco.00055.wav,disco.00055.wav,disco
./data/music\disco\disco.00056.wav,disco.00056.wav,disco
./data/music\disco\disco.00057.wav,disco.00057.wav,disco
./data/music\disco\disco.00058.wav,disco.00058.wav,disco
./data/music\disco\disco.00059.wav,disco.00059.wav,disco
./data/music\disco\disco.00060.wav,disco.00060.wav,disco
./data/music\disco\disco.00061.wav,disco.00061.wav,disco
./data/music\disco\disco.00062.wav,disco.00062.wav,disco
./data/music\disco\disco.00063.wav,disco.00063.wav,disco
./data/music\disco\disco.00064.wav,disco.00064.wav,disco
./data/music\disco\disco.00065.wav,disco.00065.wav,disco
./data/music\disco\disco.00066.wav,disco.00066.wav,disco
./data/music\disco\disco.00067.wav,disco.00067.wav,disco
./data/music\disco\disco.00068.wav,disco.00068.wav,disco
./data/music\disco\disco.00069.wav,disco.00069.wav,disco
./data/music\disco\disco.00070.wav,disco.00070.wav,disco
./data/music\disco\disco.00071.wav,disco.00071.wav,disco
./data/music\disco\disco.00072.wav,disco.00072.wav,disco
./data/music\disco\disco.00073.wav,disco.00073.wav,disco
./data/music\disco\disco.00074.wav,disco.00074.wav,disco
./data/music\disco\disco.00075.wav,disco.00075.wav,disco
./data/music\disco\disco.00076.wav,disco.00076.wav,disco
./data/music\disco\disco.00077.wav,disco.00077.wav,disco
./data/music\disco\disco.00078.wav,disco.00078.wav,disco
./data/music\disco\disco.00079.wav,disco.00079.wav,disco
./data/music\disco\disco.00080.wav,disco.00080.wav,disco
./data/music\disco\disco.00081.wav,disco.00081.wav,disco
./data/music\disco\disco.00082.wav,disco.00082.wav,disco
./data/music\disco\disco.00083.wav,disco.00083.wav,disco
./data/music\disco\disco.00084.wav,disco.00084.wav,disco
./data/music\disco\disco.00085.wav,disco.00085.wav,disco
./data/music\disco\disco.00086.wav,disco.00086.wav,disco
./data/music\disco\disco.00087.wav,disco.00087.wav,disco
./data/music\disco\disco.00088.wav,disco.00088.wav,disco
./data/music\disco\disco.00089.wav,disco.00089.wav,disco
./data/music\disco\disco.00090.wav,disco.00090.wav,disco
./data/music\disco\disco.00091.wav,disco.00091.wav,disco
./data/music\disco\disco.00092.wav,disco.00092.wav,disco
./data/music\disco\disco.00093.wav,disco.00093.wav,disco
./data/music\disco\disco.00094.wav,disco.00094.wav,disco
./data/music\disco\disco.00095.wav,disco.00095.wav,disco
./data/music\disco\disco.00096.wav,disco.00096.wav,disco
./data/music\disco\disco.00097.wav,disco.00097.wav,disco
./data/music\disco\disco.00098.wav,disco.00098.wav,disco
./data/music\disco\disco.00099.wav,disco.00099.wav,disco
./data/music\hiphop\hiphop.00000.wav,hiphop.00000.wav,hiphop
./data/music\hiphop\hiphop.00001.wav,hiphop.00001.wav,hiphop
./data/music\hiphop\hiphop.00002.wav,hiphop.00002.wav,hiphop
./data/music\hiphop\hiphop.00003.wav,hiphop.00003.wav,hiphop
./data/music\hiphop\hiphop.00004.wav,hiphop.00004.wav,hiphop
./data/music\hiphop\hiphop.00005.wav,hiphop.00005.wav,hiphop
./data/music\hiphop\hiphop.00006.wav,hiphop.00006.wav,hiphop
./data/music\hiphop\hiphop.00007.wav,hiphop.00007.wav,hiphop
./data/music\hiphop\hiphop.00008.wav,hiphop.00008.wav,hiphop
./data/music\hiphop\hiphop.00009.wav,hiphop.00009.wav,hiphop
./data/music\hiphop\hiphop.00010.wav,hiphop.00010.wav,hiphop
./data/music\hiphop\hiphop.00011.wav,hiphop.00011.wav,hiphop
./data/music\hiphop\hiphop.00012.wav,hiphop.00012.wav,hiphop
./data/music\hiphop\hiphop.00013.wav,hiphop.00013.wav,hiphop
./data/music\hiphop\hiphop.00014.wav,hiphop.00014.wav,hiphop
./data/music\hiphop\hiphop.00015.wav,hiphop.00015.wav,hiphop
./data/music\hiphop\hiphop.00016.wav,hiphop.00016.wav,hiphop
./data/music\hiphop\hiphop.00017.wav,hiphop.00017.wav,hiphop
./data/music\hiphop\hiphop.00018.wav,hiphop.00018.wav,hiphop
./data/music\hiphop\hiphop.00019.wav,hiphop.00019.wav,hiphop
./data/music\hiphop\hiphop.00020.wav,hiphop.00020.wav,hiphop
./data/music\hiphop\hiphop.00021.wav,hiphop.00021.wav,hiphop
./data/music\hiphop\hiphop.00022.wav,hiphop.00022.wav,hiphop
./data/music\hiphop\hiphop.00023.wav,hiphop.00023.wav,hiphop
./data/music\hiphop\hiphop.00024.wav,hiphop.00024.wav,hiphop
./data/music\hiphop\hiphop.00025.wav,hiphop.00025.wav,hiphop
./data/music\hiphop\hiphop.00026.wav,hiphop.00026.wav,hiphop
./data/music\hiphop\hiphop.00027.wav,hiphop.00027.wav,hiphop
./data/music\hiphop\hiphop.00028.wav,hiphop.00028.wav,hiphop
./data/music\hiphop\hiphop.00029.wav,hiphop.00029.wav,hiphop
./data/music\hiphop\hiphop.00030.wav,hiphop.00030.wav,hiphop
./data/music\hiphop\hiphop.00031.wav,hiphop.00031.wav,hiphop
./data/music\hiphop\hiphop.00032.wav,hiphop.00032.wav,hiphop
./data/music\hiphop\hiphop.00033.wav,hiphop.00033.wav,hiphop
./data/music\hiphop\hiphop.00034.wav,hiphop.00034.wav,hiphop
./data/music\hiphop\hiphop.00035.wav,hiphop.00035.wav,hiphop
./data/music\hiphop\hiphop.00036.wav,hiphop.00036.wav,hiphop
./data/music\hiphop\hiphop.00037.wav,hiphop.00037.wav,hiphop
./data/music\hiphop\hiphop.00038.wav,hiphop.00038.wav,hiphop
./data/music\hiphop\hiphop.00039.wav,hiphop.00039.wav,hiphop
./data/music\hiphop\hiphop.00040.wav,hiphop.00040.wav,hiphop
./data/music\hiphop\hiphop.00041.wav,hiphop.00041.wav,hiphop
./data/music\hiphop\hiphop.00042.wav,hiphop.00042.wav,hiphop
./data/music\hiphop\hiphop.00043.wav,hiphop.00043.wav,hiphop
./data/music\hiphop\hiphop.00044.wav,hiphop.00044.wav,hiphop
./data/music\hiphop\hiphop.00045.wav,hiphop.00045.wav,hiphop
./data/music\hiphop\hiphop.00046.wav,hiphop.00046.wav,hiphop
./data/music\hiphop\hiphop.00047.wav,hiphop.00047.wav,hiphop
./data/music\hiphop\hiphop.00048.wav,hiphop.00048.wav,hiphop
./data/music\hiphop\hiphop.00049.wav,hiphop.00049.wav,hiphop
./data/music\hiphop\hiphop.00050.wav,hiphop.00050.wav,hiphop
./data/music\hiphop\hiphop.00051.wav,hiphop.00051.wav,hiphop
./data/music\hiphop\hiphop.00052.wav,hiphop.00052.wav,hiphop
./data/music\hiphop\hiphop.00053.wav,hiphop.00053.wav,hiphop
./data/music\hiphop\hiphop.00054.wav,hiphop.00054.wav,hiphop
./data/music\hiphop\hiphop.00055.wav,hiphop.00055.wav,hiphop
./data/music\hiphop\hiphop.00056.wav,hiphop.00056.wav,hiphop
./data/music\hiphop\hiphop.00057.wav,hiphop.00057.wav,hiphop
./data/music\hiphop\hiphop.00058.wav,hiphop.00058.wav,hiphop
./data/music\hiphop\hiphop.00059.wav,hiphop.00059.wav,hiphop
./data/music\hiphop\hiphop.00060.wav,hiphop.00060.wav,hiphop
./data/music\hiphop\hiphop.00061.wav,hiphop.00061.wav,hiphop
./data/music\hiphop\hiphop.00062.wav,hiphop.00062.wav,hiphop
./data/music\hiphop\hiphop.00063.wav,hiphop.00063.wav,hiphop
./data/music\hiphop\hiphop.00064.wav,hiphop.00064.wav,hiphop
./data/music\hiphop\hiphop.00065.wav,hiphop.00065.wav,hiphop
./data/music\hiphop\hiphop.00066.wav,hiphop.00066.wav,hiphop
./data/music\hiphop\hiphop.00067.wav,hiphop.00067.wav,hiphop
./data/music\hiphop\hiphop.00068.wav,hiphop.00068.wav,hiphop
./data/music\hiphop\hiphop.00069.wav,hiphop.00069.wav,hiphop
./data/music\hiphop\hiphop.00070.wav,hiphop.00070.wav,hiphop
./data/music\hiphop\hiphop.00071.wav,hiphop.00071.wav,hiphop
./data/music\hiphop\hiphop.00072.wav,hiphop.00072.wav,hiphop
./data/music\hiphop\hiphop.00073.wav,hiphop.00073.wav,hiphop
./data/music\hiphop\hiphop.00074.wav,hiphop.00074.wav,hiphop
