filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,genre
blues.00044.wav,-109.53234,86.9265,-8.6249895,64.4895,-6.3060346,43.64582,-8.293103,28.54643,-14.08159,8.136635,-21.490427,11.0866165,-5.094468,blues
blues.00045.wav,-163.24313,89.78489,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070131,-20.552906,6.0071898,-2.908132,blues
blues.00046.wav,-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.149289,blues
blues.00047.wav,-149.97588,93.640755,6.336243,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119003,-0.12590306,-22.200989,5.435663,-7.4677796,blues
blues.00048.wav,-106.34815,102.64147,-20.172258,59.37521,-9.967279,33.70612,-14.182175,23.516733,-13.329085,16.02607,-18.923178,7.8317666,-7.8003836,blues
blues.00049.wav,-255.97383,110.82752,21.460571,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.4306738,-7.144061,blues
blues.00050.wav,-83.00168,107.06744,-25.32368,57.122074,0.08129864,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542857,-9.772627,blues
blues.00051.wav,-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,blues
blues.00052.wav,-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883124,-2.382837,11.688009,1.5453439,3.0493674,-7.628483,blues
blues.00053.wav,-76.75777,105.77048,-43.208836,60.950108,-8.791271,21.246782,-12.877674,18.621216,-11.3991165,14.550057,-6.057421,12.74034,-9.374367,blues
blues.00054.wav,-58.0011,109.01412,-36.218388,64.04036,1.4301567,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878273,-11.2975645,blues
blues.00055.wav,-98.69757,104.80118,-35.10867,60.695045,-2.8393273,22.231003,-7.8374567,19.03072,-11.578803,17.021759,-5.3873515,12.199111,-9.960819,blues
blues.00056.wav,-145.42917,102.859566,-12.542131,56.96205,2.247263,26.607046,-4.2670345,17.337631,-7.9970355,15.232127,-6.937478,7.4603844,-10.468326,blues
blues.00057.wav,-92.76854,115.340775,-35.060043,57.853596,1.8453195,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.644094,7.2728615,-10.202147,blues
blues.00058.wav,-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135235,-20.232872,12.151344,-5.229753,10.264026,-9.45371,blues
blues.00059.wav,-86.25098,91.9421,-23.4035,68.2495,-3.8901281,22.742178,-9.895618,16.891766,-11.393833,18.429016,-7.011848,10.766728,-11.93729,blues
blues.00060.wav,-67.805534,111.709366,-34.657303,61.34179,0.045181368,30.571093,-12.704327,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,blues
blues.00061.wav,-82.485886,94.17034,-27.139208,75.66252,-27.529984,35.589035,-20.298962,25.12132,-15.379855,11.346789,-13.402289,8.153384,-8.504351,blues
blues.00062.wav,-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.5135674,-9.5545635,6.3690124,-21.091816,blues
blues.00063.wav,-129.11397,72.11977,-7.7658463,49.26091,-32.721977,21.608433,-27.374638,15.002842,-10.258775,12.437438,-17.034569,7.118173,-18.020405,blues
blues.00064.wav,-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651896,-14.823916,11.181605,-14.808832,8.478195,-19.59089,blues
blues.00065.wav,-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835136,-26.374111,17.692514,-13.826244,11.946739,-17.88878,7.555982,-22.900583,blues
blues.00066.wav,-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481434,-16.655897,11.001678,-13.869425,blues
blues.00067.wav,-95.46325,101.38038,-20.697004,48.66807,-30.27181,20.812761,-18.313585,14.14687,-12.79889,13.444282,-14.0782,7.732656,-19.232273,blues
blues.00068.wav,-113.19473,88.705864,-8.925187,49.48269,-34.573833,15.864125,-17.744791,14.710542,-11.202001,15.367768,-15.07657,8.747663,-18.63179,blues
blues.00069.wav,-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758064,-32.945824,8.104195,-17.81152,6.113286,-19.998335,6.7939243,-19.340662,blues
blues.00070.wav,-133.0444,105.72737,-22.146265,41.81865,-26.996668,19.124523,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729829,blues
blues.00071.wav,-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869494,14.611718,-14.970264,10.589298,-18.023413,blues
blues.00072.wav,-118.68192,87.62362,6.558794,45.09805,-38.915707,20.813005,-26.863337,13.798009,-17.23861,5.1101575,-15.709853,3.981842,-27.549044,blues
blues.00073.wav,-30.129288,103.7448,-19.765732,56.411625,-12.72487,20.194227,-17.348097,16.309156,-18.444427,8.932052,-11.661623,11.210427,-8.851257,blues
blues.00074.wav,-56.03289,87.84067,-1.6012412,41.205364,-5.620271,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717034,11.850821,-3.9822721,blues
blues.00075.wav,-86.33548,92.7005,-15.399187,54.05201,0.8667875,31.560293,-14.622711,23.325447,-14.978637,15.339354,-7.0493617,12.182225,-6.110912,blues
blues.00076.wav,-52.701164,74.455414,-18.715458,56.307217,-3.9593267,31.987156,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071027,-10.567175,blues
blues.00077.wav,-29.039146,104.53732,-30.978956,38.15443,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263683,10.786708,-10.564546,blues
blues.00078.wav,-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.8686,24.458948,-15.881364,15.794475,-14.372411,12.50744,-13.373969,blues
blues.00079.wav,-3.5590715,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.609783,blues
blues.00080.wav,-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081097,-14.668315,18.534313,-9.643758,11.258853,-11.732052,11.539119,-6.4307194,blues
blues.00081.wav,-26.955238,107.34024,-46.812206,40.932655,-21.469862,24.816854,-18.9477,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,blues
blues.00082.wav,-29.400257,108.69148,-25.589895,38.440144,-18.353867,21.7857,-25.172714,22.406967,-17.606058,14.675623,-12.086358,5.462191,-7.70603,blues
blues.00083.wav,-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877995,-8.908682,11.671263,-10.886021,blues
blues.00084.wav,-38.994843,112.03825,-31.817707,38.240677,-6.320669,23.330563,-18.778877,23.932188,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,blues
blues.00085.wav,-180.14874,131.41078,0.5733359,43.165672,14.135556,25.621374,-5.315874,12.034328,-13.538714,-1.0941218,-7.614392,2.7180743,0.7742721,blues
blues.00086.wav,-212.8154,139.06923,9.454342,35.44627,12.709544,20.417665,-5.573953,10.893662,-8.731713,8.055455,0.1637972,2.6417468,-1.0257349,blues
blues.00087.wav,-155.51651,125.655754,1.5753217,45.82987,0.90899444,25.39124,-10.813493,15.574149,-11.929207,1.2717782,-6.6615033,-0.77912474,-7.7492247,blues
blues.00088.wav,-194.27953,151.85118,-1.1928879,39.1946,16.582485,18.252386,-1.399161,14.87771,-11.616781,2.4488766,-5.0791736,3.9416006,-0.9037844,blues
blues.00089.wav,-346.88687,139.24796,24.084862,22.264015,18.64784,11.657903,9.017679,6.977828,-2.023301,5.420398,1.6508169,-2.3530061,3.193639,blues
blues.00090.wav,-177.48735,115.33375,9.963014,54.05621,7.6156197,28.31573,-9.070212,20.05844,-15.0455475,6.222492,-5.688931,1.3798958,-5.843507,blues
blues.00091.wav,-236.38347,161.695,-1.1533346,27.288706,9.581352,20.619045,0.23412775,13.796686,-0.5009199,10.18543,-4.454619,5.5080886,-3.7167218,blues
blues.00092.wav,-332.30798,128.08076,28.825216,41.83606,31.234665,23.35822,5.7872233,8.996202,-3.8611274,3.739,-0.86905843,-0.43693075,1.4746556,blues
blues.00093.wav,-350.3589,169.54633,31.780231,16.713755,28.661758,19.24909,7.8467,10.039794,4.742695,2.915623,3.8965418,1.8103496,-5.970981,blues
blues.00094.wav,-206.28116,126.62033,10.590663,43.21572,12.4949,19.413662,0.35196793,12.730945,-4.5792894,4.058012,-4.4092126,3.663423,-1.4560472,blues
blues.00095.wav,-130.58153,139.9749,-1.2707361,39.310425,-6.3536644,19.767843,-11.213425,27.243687,-16.53454,7.0218787,-1.2004069,1.6136363,-6.6290407,blues
blues.00096.wav,-314.58218,139.91444,11.862516,30.102106,-7.5390353,14.907039,-2.6808991,6.701544,-6.395509,2.8176138,-11.706482,2.063028,-11.438629,blues
blues.00097.wav,-148.6477,145.73776,-9.363346,48.451443,10.54387,18.014605,-2.6345782,16.958082,-11.506824,8.731704,-8.173254,3.2235358,-0.6797589,blues
blues.00098.wav,-90.70722,100.1076,-23.924429,52.588303,-20.928015,31.502182,-11.213113,20.094328,-10.915236,17.563923,-14.097334,12.994508,-11.420426,blues
blues.00099.wav,-177.19162,136.2142,-26.910713,36.37278,-18.759426,20.905872,-1.7765749,3.0159326,-5.5994096,5.6345954,-8.114802,5.645384,-10.786549,blues
classical.00000.wav,-268.18002,135.68788,-34.07107,25.634863,-12.970324,17.894695,-9.997608,5.629224,-14.146461,7.497625,-3.9705248,8.258684,-1.3527373,classical
classical.00001.wav,-324.09195,133.59413,-25.021385,24.567686,-11.939837,17.660225,-5.5225825,1.7202383,-10.571335,-0.85086757,-7.797244,3.5256078,5.0467987,classical
classical.00002.wav,-235.30643,141.13675,-34.679047,30.99717,-16.400242,23.120686,-11.043703,7.6586432,-19.017239,4.236546,-11.835343,8.918064,-1.442469,classical
classical.00003.wav,-326.89987,127.39418,-30.584469,37.475746,-5.291166,20.80699,-1.7857137,-4.6031647,-4.048745,5.2380347,-0.6428717,2.8008628,7.245895,classical
classical.00004.wav,-259.96228,118.93238,-35.60653,31.990017,-16.535492,10.620698,-15.65591,7.4423375,-5.8104644,8.268948,-18.018595,-1.1994923,-6.346673,classical
classical.00005.wav,-264.2774,138.15092,-30.101551,37.82423,-7.1801786,6.7829347,-11.8189,4.712041,-9.843632,5.8637476,-9.573777,2.6703959,-4.796442,classical
classical.00006.wav,-295.74353,134.53831,-22.449306,40.759247,-5.8759804,9.276347,-11.875942,6.2949286,-8.866929,4.40629,-9.378154,4.06138,1.625683,classical
classical.00007.wav,-286.86823,135.91835,-24.436617,36.66117,-6.2452145,6.9629345,-8.168272,3.8440666,-4.398346,6.4327865,-4.1305766,1.549041,-4.3528376,classical
classical.00008.wav,-292.15292,127.763664,-29.909025,37.442085,-9.556902,5.1130486,-13.823929,7.0317283,-7.032632,6.4920025,-9.904401,4.713663,0.3748315,classical
classical.00009.wav,-356.14395,139.79286,-6.286765,43.188293,-8.879337,11.050314,-8.393051,4.41852,-8.283711,8.682832,-8.135776,3.4271078,-1.4406309,classical
classical.00010.wav,-315.04453,128.73926,-28.93491,30.839514,-8.996638,7.9901075,-9.846989,1.441412,-8.973623,6.049842,-3.320935,7.609508,3.7989612,classical
classical.00011.wav,-385.26587,177.27786,-9.337663,24.373219,5.805441,-4.5630627,-6.356949,-6.9578943,-4.127428,3.8580673,-0.3582023,-0.9461218,-3.67056,classical
classical.00012.wav,-362.71387,143.93861,-18.981813,30.657846,1.0281465,0.28484532,-7.9897437,-3.8509774,-8.94467,3.2497702,-4.4546375,3.6496253,4.933547,classical
classical.00013.wav,-343.13556,140.08688,-20.911034,32.33219,-3.6868103,2.9435575,-10.66953,0.31910303,-5.784346,7.688079,-3.6771073,2.553818,-3.4980676,classical
classical.00014.wav,-324.6391,147.82701,-31.937817,27.408855,-4.508828,-4.1651044,-12.588299,-5.1182966,-7.741826,0.8432944,-8.195583,-0.82244694,1.0045002,classical
classical.00015.wav,-449.51437,124.973625,-19.919233,27.45221,-5.775594,2.2272975,-6.5527916,10.601105,3.3547378,14.393793,1.9887378,5.2502837,4.4267945,classical
classical.00016.wav,-482.67636,154.86115,-5.025982,29.73767,-1.8687444,8.223097,-4.7659545,9.646515,-3.3353899,4.5322237,-10.103474,-0.666713,-2.4448438,classical
classical.00017.wav,-311.51123,148.66138,-33.509113,10.361734,-12.907805,1.2325779,-12.908661,0.8045732,-9.738699,2.0689793,-5.106063,6.7442927,4.6157765,classical
classical.00018.wav,-405.6831,145.69487,-0.8267263,23.067648,9.225309,-2.6439383,-5.750473,-2.0919254,-0.6470631,6.759229,2.807608,2.446449,5.084673,classical
classical.00019.wav,-475.86765,141.53087,-8.475216,33.992065,0.5255779,6.034853,0.02793133,9.537156,2.162517,7.0820994,-8.048426,-0.10827344,0.78827375,classical
classical.00020.wav,-300.9405,161.08626,-24.240719,27.966187,-2.8622556,2.3875618,-11.273426,0.22528133,-6.841877,6.0946074,-8.138311,-1.8053259,-4.110151,classical
classical.00021.wav,-278.22952,147.87563,-31.567955,20.35228,-9.5826435,-6.244679,-13.601204,-0.66615546,-7.274475,1.0198699,-11.758481,-0.9619851,-2.2164094,classical
classical.00022.wav,-278.78244,160.01924,-28.398981,23.062634,-2.6952755,3.0099838,-11.293977,-0.50866985,-11.364047,3.1734755,-5.1071954,4.339189,-4.0708914,classical
classical.00023.wav,-406.96542,163.13947,-2.4138153,32.456657,7.907838,9.677142,-5.489042,9.523497,-3.1028214,10.209687,-10.385391,-5.3867087,-8.080066,classical
classical.00024.wav,-223.17725,163.24625,-34.416225,24.187868,-10.304306,3.2287347,-12.884593,0.8050692,-14.284255,1.6726214,-10.143485,0.24415688,-4.545105,classical
classical.00025.wav,-221.28345,173.33664,-37.456543,24.362452,-8.687614,3.3857913,-12.841176,1.0815359,-15.328135,0.42323717,-9.623609,2.2928092,-4.4855638,classical
classical.00026.wav,-319.33237,143.66473,-31.164366,10.908863,-5.5538907,-4.265031,-8.95256,-5.5834894,-8.020538,2.342613,-4.4772716,-0.31978709,0.97486126,classical
classical.00027.wav,-366.25018,181.5994,-5.5262704,27.008371,-4.8321323,4.6107154,-10.542602,0.16762118,-11.139511,3.584806,-10.332784,-1.0784339,-4.5973077,classical
classical.00028.wav,-228.95734,153.97128,-30.685274,20.8126,-6.08023,1.1724141,-10.788692,-3.8824687,-11.589583,0.88214755,-8.279238,-0.72677445,-3.104451,classical
classical.00029.wav,-297.24658,130.27441,-30.589977,27.486969,-7.0549927,1.9900564,-11.125771,4.752086,-8.771535,5.415232,-5.375333,4.4642715,1.7346498,classical
classical.00030.wav,-315.67807,149.66841,-30.594992,23.221498,-8.699831,-10.104396,-15.733574,-4.047281,-7.652163,0.04623177,-11.143897,-7.67045,-5.870634,classical
classical.00031.wav,-374.0075,172.44234,6.402986,20.150894,5.8518014,1.5909549,-6.710564,-1.1913427,-0.29050222,0.33312553,-6.55182,-7.3002505,-7.3283706,classical
classical.00032.wav,-498.60873,177.52312,11.209716,27.63433,-2.8418257,5.090956,-6.604385,-1.0570544,-4.144494,-3.0533733,-9.90994,-8.573808,-9.189357,classical
classical.00033.wav,-429.10315,120.74545,-1.6823534,17.948559,7.7335906,-2.0437236,-3.9417446,-2.536047,-0.5834436,-0.79653704,-9.051198,-3.6899388,-0.9829521,classical
classical.00034.wav,-309.24283,138.64113,-29.713259,33.618786,-0.37825716,5.2437377,-6.3323126,3.280733,-6.714091,-0.6922031,-13.243885,-8.528504,-9.668246,classical
classical.00035.wav,-319.78223,165.98755,-11.918571,27.240343,7.8435597,1.7273006,-7.849843,-2.412085,-2.9088757,-2.5311303,-11.365741,-4.6136103,-4.487359,classical
classical.00036.wav,-419.26315,127.44508,-3.782357,23.200216,-4.3346996,4.030428,-8.209103,-7.6188607,-7.075689,-2.9239516,-7.409898,-5.437336,-9.099495,classical
classical.00037.wav,-275.37598,125.30793,-41.05129,24.607311,-4.788928,-4.2538486,-15.021034,-5.045092,-5.0018377,2.4730597,-10.894701,-8.017638,-5.1663785,classical
classical.00038.wav,-276.03903,146.35081,-36.59162,24.200796,-2.5551605,-2.1697466,-13.303985,-6.504971,-9.398983,-3.1274788,-11.537067,-4.1871166,-1.6895955,classical
classical.00039.wav,-409.53445,116.80004,-16.164232,11.717685,0.7060147,6.006949,-4.2744565,0.4954766,0.43389028,12.597706,-1.1140982,-1.1403233,4.957852,classical
classical.00040.wav,-358.65674,129.08748,-30.39764,19.88953,-10.38638,-0.6520452,-10.611144,1.5420539,-3.9753864,1.8689039,-8.833539,-7.1676545,-8.212758,classical
classical.00041.wav,-368.46594,124.26599,-31.582449,17.601763,2.3229306,-5.949597,-11.807772,-5.547481,-5.4078875,-1.3051713,-8.427182,-3.613824,2.2061696,classical
classical.00042.wav,-160.33943,164.12074,-48.87504,1.5913547,-7.5910435,-2.631471,-11.077547,-7.0276327,-8.120849,1.2311882,-5.4963484,-4.222176,-5.458137,classical
classical.00043.wav,-249.54944,161.56836,10.129534,-3.0705643,-0.59651756,-2.0836587,-12.191772,-8.60149,-14.638914,-12.049384,-12.300341,-7.1745567,-7.891679,classical
classical.00044.wav,-402.22232,154.00491,-15.211341,15.294042,-3.0777786,-3.1944375,-9.778082,-17.310207,-12.3065605,-7.9146423,-7.0827584,-0.28117207,1.5458186,classical
classical.00045.wav,-170.88658,157.03914,-21.966076,5.244653,-4.092412,-3.6912694,-8.810494,-4.8575964,-7.874582,-5.4110103,-9.373978,-6.623614,-7.811286,classical
classical.00046.wav,-85.26499,118.42306,-31.47277,20.282015,-4.4177094,6.9225984,-10.950942,-1.6200851,-7.367902,-3.0172997,-4.4372015,-1.4064466,-4.246369,classical
classical.00047.wav,-436.8423,154.1132,-19.859339,20.183603,3.1647444,0.44639242,-6.5306387,-4.603338,-10.0562525,-6.1532865,-4.5294433,-2.7835944,-5.23532,classical
classical.00048.wav,-123.763306,148.43001,-21.551395,17.444748,-1.408804,4.1782947,-6.9904447,-5.1033363,-5.7957006,5.0631213,-6.2477646,-1.9818286,-0.96844095,classical
classical.00049.wav,-98.35358,98.3555,-20.490532,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989524,-1.9183743,-4.731997,0.6237759,-2.5930846,classical
classical.00050.wav,-449.6218,151.50313,-12.74668,44.27039,6.244759,4.053898,-1.4805393,-1.624076,-2.4867768,-4.282386,-9.653202,-1.3421048,0.14638385,classical
classical.00051.wav,-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.793946,6.1923785,0.9515957,5.9151874,-1.1755236,3.5739167,-2.0996544,classical
classical.00052.wav,-186.42809,86.65458,-15.711971,14.741792,-2.2158978,6.271489,-0.8879223,0.66504693,-6.0883217,-5.213674,-7.8659334,-1.7187315,-4.7045016,classical
classical.00053.wav,-119.304375,149.57779,-43.31768,24.63625,-5.609388,10.784379,-2.8926942,0.78330255,-6.5456386,4.388039,-1.2940494,1.3600911,-1.0813606,classical
classical.00054.wav,-106.22088,127.37078,-45.286133,31.277216,4.30544,-5.068433,-16.129375,14.690696,-7.912098,-1.2216623,2.9819396,17.464767,-4.0720086,classical
classical.00055.wav,-484.0267,144.1299,1.3964741,8.075531,4.933926,-2.3170042,-2.7469437,-6.8448114,-10.147137,-8.056599,-7.1516705,-10.563926,-7.787432,classical
classical.00056.wav,-81.13433,129.09853,-42.53483,33.17631,5.6636167,-6.4022493,-2.2610986,7.3734436,-18.71801,2.4979706,3.7862809,1.9323547,-10.066779,classical
classical.00057.wav,-367.15607,112.80696,-18.747368,10.16273,-1.6047248,3.8029535,0.9223538,5.067149,-5.3725705,-9.522553,-8.495645,-1.7838283,1.2991321,classical
